Model,Level,Exp No,Sparsity,Fiedler
mnist_lenet_100_50,0,0,1.0,3.166131107632906
mnist_lenet_100_50,0,1,1.0,3.166131107632906
mnist_lenet_100_50,0,2,1.0,3.166131107632906
mnist_lenet_100_50,0,3,1.0,3.166131107632906
mnist_lenet_100_50,0,4,1.0,3.166131107632906
mnist_lenet_100_50,1,0,0.7999880810488676,1.8644738014080477
mnist_lenet_100_50,1,1,0.7999880810488676,1.9603820990812575
mnist_lenet_100_50,1,2,0.7999880810488676,2.072188580945398
mnist_lenet_100_50,1,3,0.7999880810488676,1.98508454350272
mnist_lenet_100_50,1,4,0.7999880810488676,1.8384364429939515
mnist_lenet_100_50,2,0,0.6399761620977354,0.9865883965377404
mnist_lenet_100_50,2,1,0.6399761620977354,1.1743835558486457
mnist_lenet_100_50,2,2,0.6399761620977354,1.0820623944112517
mnist_lenet_100_50,2,3,0.6399761620977354,1.0424913481704152
mnist_lenet_100_50,2,4,0.6399761620977354,0.8663811706478008
mnist_lenet_100_50,3,0,0.5119666269368296,0.623095517570975
mnist_lenet_100_50,3,1,0.5119666269368296,0.6111888981991599
mnist_lenet_100_50,3,2,0.5119666269368296,0.5605104329775752
mnist_lenet_100_50,3,3,0.5119666269368296,0.5676468282393983
mnist_lenet_100_50,3,4,0.5119666269368296,0.5587816201833822
mnist_lenet_100_50,4,0,0.40955899880810487,0.21790557816227493
mnist_lenet_100_50,4,1,0.40955899880810487,0.320914618488474
mnist_lenet_100_50,4,2,0.40955899880810487,0.3536221000710996
mnist_lenet_100_50,4,3,0.40955899880810487,0.07568577810012388
mnist_lenet_100_50,4,4,0.40955899880810487,0.35165398230096584
mnist_lenet_100_50,5,0,0.32762812872467223,0.05642693720398362
mnist_lenet_100_50,5,1,0.32762812872467223,0.12574585240734065
mnist_lenet_100_50,5,2,0.32762812872467223,0.1448345574580422
mnist_lenet_100_50,5,3,0.32762812872467223,0.16559034182797494
mnist_lenet_100_50,5,4,0.32762812872467223,0.11304778100959524
mnist_lenet_100_50,6,0,0.26208581644815254,0j
mnist_lenet_100_50,6,1,0.26208581644815254,0j
