Model,Level,Sparsity,Spectral Expansion,Performance,is_lotto
mnist_lenet_50_30,0,1.0,0.5993453350775004
mnist_lenet_50_30,1,0.7999756097560976,0.5910293698685776
mnist_lenet_50_30,2,0.6399512195121951,0.581729582093745
mnist_lenet_50_30,3,0.5119268292682927,0.5730715498057406
mnist_lenet_50_30,4,0.4095121951219512,0.568067427909811
mnist_lenet_50_30,5,0.32758536585365855,0.5637076937242802
mnist_lenet_50_30,6,0.26202439024390245,0.5602352804548707
mnist_lenet_50_30,7,0.20958536585365853,0.5586185091260704
mnist_lenet_50_30,8,0.16763414634146342,0.5533367448503563
mnist_lenet_50_30,9,0.13407317073170733,0.540648275503363
mnist_lenet_50_30,10,0.10721951219512195,0.5012864751618653
mnist_lenet_50_30,11,0.08573170731707318,0.45185203285231834
mnist_lenet_50_30,12,0.0685609756097561,0.4201113592344232
mnist_lenet_50_30,13,0.05480487804878049,0.3777732787349001
mnist_lenet_50_30,14,0.043804878048780485,0.3368281593542348
mnist_lenet_50_30,15,0.035,0.2891587157461917
mnist_lenet_50_30,16,0.02797560975609756,0.2605108740627047
mnist_lenet_50_30,17,0.022341463414634145,0.20642550586233466
mnist_lenet_50_30,18,0.017829268292682925,0.18842733164294623
mnist_lenet_50_30,19,0.014219512195121952,0.12238818347536584
mnist_lenet_50_30,20,0.011341463414634146,0.09806233537928388
